Term,Year,Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Academic Program Code
Fall,2014,120151 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,  ,  ,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10KL0051BS
Fall,2014,120151 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,54,29,25,0,40,2,3,1,0,0,4,3,1,4,0,0,6,49,5,10KL0051BS
Fall,2014,120151 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,4,1,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,10KL0057BS
Fall,2014,120151 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5239 ,Humn Dimnsns of the Environmnt ,77,34,43,0,44,5,3,11,0,0,0,14,0,3,2,0,6,61,16,10KL0051BS
Fall,2014,120151 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5239 ,Humn Dimnsns of the Environmnt ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KL8037BS
Fall,2014,120151 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5240 ,Resrce Cons & Restoration Ecol ,70,34,36,0,44,3,1,2,0,0,3,17,0,1,1,0,6,51,19,10KL0051BS
Fall,2014,120151 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5241 ,Globl Chg & Landscape Dynamics ,24,11,13,0,12,2,0,2,0,0,3,5,0,1,0,1,5,16,8,10KL0051BS
Fall,2014,120151 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,54,33,21,0,44,1,2,3,0,0,2,2,0,2,2,0,1,32,22,10KS0190MS
Fall,2014,120151 ,KL ,875 ,PHD ,0190 ,Natural Res & Env Sciences ,  ,  ,29,18,11,0,21,0,1,1,0,0,0,6,0,1,0,0,0,7,22,10KS0190PHD
Fall,2014,120151 ,KL ,971 ,MS ,0191 ,Nutritional Sciences ,  ,  ,12,2,10,0,7,1,0,2,0,0,0,1,1,0,0,0,1,7,5,10KS0191MS
Fall,2014,120151 ,KL ,971 ,PHD ,0191 ,Nutritional Sciences ,  ,  ,28,8,20,0,15,4,0,2,0,0,1,6,0,1,0,0,5,6,22,10KS0191PHD
Fall,2014,120151 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,149,109,40,0,45,24,7,2,0,0,2,69,0,7,0,1,26,50,99,10KS9875MBA
Fall,2014,120151 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,4064 ,MBA ,153,102,51,0,89,15,20,8,0,0,1,20,0,21,1,0,16,142,11,10KS4064MBA
Fall,2014,120151 ,KM ,260 ,BS ,0075 ,Finance ,  ,  ,527,357,170,0,323,71,17,30,0,1,9,74,2,19,5,3,77,412,115,10KM0075BS
Fall,2014,120151 ,KM ,260 ,MS ,0075 ,Finance ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0075MS
Fall,2014,120151 ,KM ,260 ,MS ,0075 ,Finance ,  ,  ,114,62,52,0,6,4,0,0,0,0,1,102,1,0,1,0,4,6,108,10KS0075MSK
Fall,2014,120151 ,KM ,260 ,NDEG ,0075 ,Finance ,  ,  ,7,6,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,10KS0075NDEG
Fall,2014,120151 ,KM ,260 ,PHD ,0075 ,Finance ,  ,  ,22,15,7,0,0,2,0,0,0,0,0,20,0,0,0,0,2,1,21,10KS0075PHD
Fall,2014,120151 ,KM ,346 ,BS ,0071 ,Accountancy ,  ,  ,1029,538,491,0,421,175,30,48,0,1,14,335,5,35,2,3,185,628,401,10KM0071BS
Fall,2014,120151 ,KM ,346 ,MAS ,0071 ,Accountancy ,  ,  ,282,146,136,0,140,40,6,18,0,0,3,75,0,7,2,1,42,193,89,10KS0071MAS
Fall,2014,120151 ,KM ,346 ,MS ,0071 ,Accountancy ,  ,  ,144,32,112,0,8,5,0,0,0,0,0,131,0,0,0,0,5,10,134,10KS0071MSK
Fall,2014,120151 ,KM ,346 ,MS ,5187 ,Taxation ,  ,  ,27,15,12,0,12,8,1,2,0,0,0,4,0,1,0,0,8,21,6,10KS5187MSK2
Fall,2014,120151 ,KM ,346 ,PHD ,0071 ,Accountancy ,  ,  ,27,16,11,0,17,0,0,1,0,0,1,7,1,0,1,0,0,7,20,10KS0071PHD
Fall,2014,120151 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,120,45,75,0,73,11,7,14,0,1,3,9,2,8,0,1,14,104,16,10KM1432BS
Fall,2014,120151 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,128,41,87,0,88,15,4,14,0,0,4,3,0,6,0,1,17,115,13,10KM8037BS
Fall,2014,120151 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,22,15,7,0,8,10,2,1,0,0,0,1,0,2,0,0,10,19,3,10KM5070BS
Fall,2014,120151 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,32,23,9,0,17,10,2,0,0,0,1,2,0,2,0,0,11,28,4,10KM8037BS
Fall,2014,120151 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,20,9,11,0,11,6,0,0,0,0,0,3,0,0,0,0,6,15,5,10KM5071BS
Fall,2014,120151 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,94,44,50,0,72,10,0,4,0,0,5,2,1,1,2,1,13,88,6,10KM8037BS
Fall,2014,120151 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,16,8,8,0,10,2,2,1,0,0,1,0,0,2,0,0,3,14,2,10KM5072BS
Fall,2014,120151 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,13,6,7,0,4,1,3,5,0,0,0,0,0,3,0,0,1,13,0,10KM8037BS
Fall,2014,120151 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,21,10,11,0,7,2,5,1,0,0,2,4,0,5,1,1,4,15,6,10KM5073BS
Fall,2014,120151 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,3,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,10KM8037BS
Fall,2014,120151 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,17,5,12,0,10,2,2,3,0,0,0,0,0,2,0,0,2,16,1,10KM5073BS
Fall,2014,120151 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,19,4,15,0,9,3,2,2,0,0,2,1,0,2,0,1,5,16,3,10KM8037BS
Fall,2014,120151 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,24,15,9,0,17,1,1,2,0,0,1,2,0,2,0,0,1,20,4,10KM5073BS
Fall,2014,120151 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,14,5,9,0,10,1,0,2,0,0,0,1,0,0,0,0,1,13,1,10KM8037BS
Fall,2014,120151 ,KM ,902 ,MS ,0079 ,Business Administration ,  ,  ,42,13,29,0,1,4,0,0,0,0,0,37,0,0,0,0,4,2,40,10KS0079MS
Fall,2014,120151 ,KM ,902 ,MS ,5148 ,Technology Management ,  ,  ,103,60,43,0,11,15,1,2,0,0,0,74,0,1,0,0,15,25,78,10KS5148MSK
Fall,2014,120151 ,KM ,902 ,PHD ,0079 ,Business Administration ,  ,  ,41,24,17,0,4,0,3,1,0,0,0,33,0,3,1,0,0,3,38,10KS0079PHD
Fall,2014,120151 ,KM ,938 ,MBA ,9875 ,Business Administration (MBA) ,3924 ,Executive Program ,70,49,21,0,32,15,7,5,1,0,4,3,3,8,4,0,16,64,6,10KS3924MBA2
Fall,2014,120151 ,KM ,952 ,NDEG ,0067 ,Nondegree ,  ,  ,57,35,22,0,0,0,1,0,0,0,0,55,1,1,0,0,0,1,56,10KM0067NDEG
Fall,2014,120151 ,KM ,952 ,NONE ,0070 ,Curric Unassigned ,  ,  ,687,382,305,0,350,134,30,74,1,1,12,83,2,34,4,1,144,521,166,10KM0070NONE
Fall,2014,120151 ,KN ,335 ,NDEG ,0067 ,Nondegree ,  ,  ,19,8,11,0,6,0,0,1,0,0,0,12,0,0,0,0,0,7,12,10KN0067NDEG
Fall,2014,120151 ,KN ,335 ,NONE ,4089 ,Pre-Early Chld/Elem Ed/Spec Ed ,  ,  ,224,15,209,0,177,19,5,18,0,0,2,3,0,8,0,0,20,216,8,10KN4089NONE
Fall,2014,120151 ,KN ,570 ,BS ,0093 ,Special Education ,  ,  ,88,11,77,0,76,3,1,7,0,0,1,0,0,1,1,1,4,88,0,10KN0093BS
Fall,2014,120151 ,KN ,570 ,EDM ,0093 ,Special Education ,  ,  ,26,4,22,0,16,1,2,4,0,0,0,3,0,2,0,0,1,23,3,10KS0093EDM
Fall,2014,120151 ,KN ,570 ,MS ,0093 ,Special Education ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS0093MS
Fall,2014,120151 ,KN ,570 ,NDEG ,0093 ,Special Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0093NDEG
Fall,2014,120151 ,KN ,570 ,PHD ,0093 ,Special Education ,  ,  ,23,3,20,0,14,1,3,2,0,0,0,3,0,3,0,0,1,12,11,10KS0093PHD
Fall,2014,120151 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3968 ,ECh: Language arts ,7,0,7,0,4,1,1,1,0,0,0,0,0,1,0,0,1,7,0,10KN3968BS
Fall,2014,120151 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3969 ,ECh: Linguistics ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KN3969BS
Fall,2014,120151 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3970 ,ECh: Mathematics ,3,0,3,0,2,0,0,0,0,0,1,0,0,0,1,0,0,3,0,10KN3970BS
Fall,2014,120151 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3975 ,ECh: Psychology ,3,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,10KN3975BS
Fall,2014,120151 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3976 ,ECh: Sociology ,4,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,1,4,0,10KN3976BS
Fall,2014,120151 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4014 ,ECh: Spanish ,3,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,10KN4014BS
Fall,2014,120151 ,KN ,613 ,BS ,0095 ,Elementary Education ,  ,  ,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,10KN0095BS
Fall,2014,120151 ,KN ,613 ,BS ,0095 ,Elementary Education ,3936 ,EIEd: Anthropology ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KN3936BS
Fall,2014,120151 ,KN ,613 ,BS ,0095 ,Elementary Education ,3946 ,EIEd: History ,8,2,6,0,6,0,1,1,0,0,0,0,0,1,0,0,0,7,1,10KN3946BS
Fall,2014,120151 ,KN ,613 ,BS ,0095 ,Elementary Education ,3947 ,EIEd: Language Arts ,44,3,41,0,35,4,1,3,0,0,1,0,0,1,0,0,5,44,0,10KN3947BS
Fall,2014,120151 ,KN ,613 ,BS ,0095 ,Elementary Education ,3949 ,EIEd: Mathematics ,79,10,69,0,58,13,0,4,0,1,3,0,0,1,0,1,15,78,1,10KN3949BS
Fall,2014,120151 ,KN ,613 ,BS ,0095 ,Elementary Education ,3950 ,EIEd: Music ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KN3950BS
Fall,2014,120151 ,KN ,613 ,BS ,0095 ,Elementary Education ,3954 ,ElEd: Psychology ,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10KN3954BS
Fall,2014,120151 ,KN ,613 ,BS ,0095 ,Elementary Education ,3995 ,EIEd: Chinese ,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,10KN3995BS
Fall,2014,120151 ,KN ,613 ,BS ,0095 ,Elementary Education ,3996 ,EIEd: French ,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10KN3996BS
Fall,2014,120151 ,KN ,613 ,BS ,0095 ,Elementary Education ,4004 ,EIEd: Spanish ,22,0,22,0,17,0,0,5,0,0,0,0,0,0,0,0,0,22,0,10KN4004BS
Fall,2014,120151 ,KN ,613 ,BS ,0095 ,Elementary Education ,5193 ,General Sciences ,20,0,20,0,18,1,1,0,0,0,0,0,0,1,0,0,1,20,0,10KN5193BS
Fall,2014,120151 ,KN ,613 ,BS ,0095 ,Elementary Education ,5194 ,ESL/Bilingual Education ,21,0,21,0,13,3,0,4,0,0,0,1,0,0,0,0,3,21,0,10KN5194BS
Fall,2014,120151 ,KN ,613 ,BS ,0095 ,Elementary Education ,5251 ,ElEd: Korean ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10KN5251BS
Fall,2014,120151 ,KN ,613 ,CAS ,1144 ,Curriculum and Instruction ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS1144CAS
Fall,2014,120151 ,KN ,613 ,EDD ,1144 ,Curriculum and Instruction ,  ,  ,3,1,2,0,1,0,2,0,0,0,0,0,0,2,0,0,0,2,1,10KS1144EDD
Fall,2014,120151 ,KN ,613 ,EDM ,0095 ,Elementary Education ,  ,  ,7,1,6,0,5,2,0,0,0,0,0,0,0,0,0,0,2,4,3,10KS0095EDM
Fall,2014,120151 ,KN ,613 ,EDM ,1144 ,Curriculum and Instruction ,  ,  ,34,2,32,0,25,3,2,2,0,0,0,2,0,2,0,0,3,31,3,10KS1144EDM
Fall,2014,120151 ,KN ,613 ,EDM ,5082 ,Early Childhood Education ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10KS5082EDM
Fall,2014,120151 ,KN ,613 ,EDM ,8527 ,Secondary Education ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10KS8527EDM
Fall,2014,120151 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5224 ,English ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS8527EDM
Fall,2014,120151 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5225 ,Social Studies ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS8527EDM
Fall,2014,120151 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5226 ,Sciences ,5,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,2,5,0,10KS8527EDM
Fall,2014,120151 ,KN ,613 ,MA ,1144 ,Curriculum and Instruction ,  ,  ,7,1,6,0,3,0,0,1,0,0,1,2,0,1,0,0,0,5,2,10KS1144MA
Fall,2014,120151 ,KN ,613 ,PHD ,0095 ,Elementary Education ,  ,  ,2,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,10KS0095PHD
Fall,2014,120151 ,KN ,613 ,PHD ,1144 ,Curriculum and Instruction ,  ,  ,67,19,48,0,27,4,7,7,0,0,1,20,1,8,2,0,4,28,39,10KS1144PHD
Fall,2014,120151 ,KN ,613 ,PHD ,1144 ,Curriculum and Instruction ,5367 ,Sec Lang Acquis & Teacher Ed ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KS1144PHD
Fall,2014,120151 ,KN ,616 ,EDM ,0210 ,Educational Psychology ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS0210EDMU
Fall,2014,120151 ,KN ,616 ,PHD ,0210 ,Educational Psychology ,  ,  ,51,15,36,0,20,5,4,5,0,0,0,17,0,5,2,0,5,18,33,10KS0210PHD
Fall,2014,120151 ,KN ,616 ,PHD ,0210 ,Educational Psychology ,5034 ,African American Studies ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10KS0210PHD
Fall,2014,120151 ,KN ,616 ,PHD ,0210 ,Educational Psychology ,5367 ,Sec Lang Acquis & Teacher Ed ,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10KS0210PHD
Fall,2014,120151 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,  ,  ,11,5,6,0,10,0,1,0,0,0,0,0,0,1,0,0,0,11,0,10KS0209EDD
Fall,2014,120151 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10KS0209EDD
Fall,2014,120151 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,5097 ,Educational Admin & Leadership ,7,4,3,0,6,0,1,0,0,0,0,0,0,1,0,0,0,7,0,10KS0209EDD
Fall,2014,120151 ,KN ,760 ,EDD ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS4096EDD
Fall,2014,120151 ,KN ,760 ,EDM ,0209 ,Ed Organization and Leadership ,  ,  ,7,2,5,0,6,0,1,0,0,0,0,0,0,1,0,0,0,7,0,10KS0209EDM
Fall,2014,120151 ,KN ,760 ,EDM ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,28,9,19,0,19,3,3,2,0,0,1,0,0,3,1,0,3,21,7,10KS0209EDM
Fall,2014,120151 ,KN ,760 ,EDM ,0209 ,Ed Organization and Leadership ,5097 ,Educational Admin & Leadership ,17,5,12,0,14,0,0,2,0,1,0,0,0,0,0,1,0,17,0,10KS0209EDM
Fall,2014,120151 ,KN ,760 ,EDM ,0220 ,Educational Policy Studies ,  ,  ,11,8,3,0,5,1,4,1,0,0,0,0,0,4,0,0,1,6,5,10KS0220EDM
Fall,2014,120151 ,KN ,760 ,EDM ,0220 ,Educational Policy Studies ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1EKS0220EDMU
Fall,2014,120151 ,KN ,760 ,EDM ,4096 ,Human Resource Education ,  ,  ,4,0,4,0,3,0,1,0,0,0,0,0,0,1,0,0,0,3,1,10KS4096EDM
Fall,2014,120151 ,KN ,760 ,EDM ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,15,3,12,0,7,0,1,1,0,0,0,6,0,2,0,0,0,9,6,10KS4096EDM
Fall,2014,120151 ,KN ,760 ,EDM ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KS4096EDMU
Fall,2014,120151 ,KN ,760 ,MA ,0220 ,Educational Policy Studies ,  ,  ,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10KS0220MA
Fall,2014,120151 ,KN ,760 ,MS ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10KS0209MS
Fall,2014,120151 ,KN ,760 ,PHD ,0209 ,Ed Organization and Leadership ,  ,  ,12,5,7,0,6,1,1,1,0,0,1,2,0,3,0,0,1,9,3,10KS0209PHD
Fall,2014,120151 ,KN ,760 ,PHD ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,13,2,11,0,4,0,3,2,1,0,0,2,1,3,1,0,0,9,4,10KS0209PHD
Fall,2014,120151 ,KN ,760 ,PHD ,0209 ,Ed Organization and Leadership ,5097 ,Educational Admin & Leadership ,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,10KS0209PHD
Fall,2014,120151 ,KN ,760 ,PHD ,0220 ,Educational Policy Studies ,  ,  ,140,53,87,0,28,8,59,21,1,0,6,15,2,69,2,0,9,73,67,10KS0220PHD
Fall,2014,120151 ,KN ,760 ,PHD ,0220 ,Educational Policy Studies ,5034 ,African American Studies ,2,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,10KS0220PHD
Fall,2014,120151 ,KN ,760 ,PHD ,4096 ,Human Resource Education ,  ,  ,12,6,6,0,2,0,0,0,0,0,2,8,0,2,0,0,0,4,8,10KS4096PHD
Fall,2014,120151 ,KN ,760 ,PHD ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,24,9,15,0,3,0,3,1,0,0,0,16,1,3,0,0,0,7,17,10KS4096PHD
Fall,2014,120151 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,  ,  ,35,26,9,0,20,7,1,4,0,0,1,2,0,1,0,1,8,25,10,10KP5163BS
Fall,2014,120151 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,5270 ,Agricultural Engineering ,26,22,4,0,22,0,0,1,0,0,0,3,0,0,0,0,0,22,4,10KP5163BS
Fall,2014,120151 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,5271 ,Biological Engineering ,32,25,7,0,14,6,0,1,0,0,2,9,0,0,0,0,8,19,13,10KP5163BS
Fall,2014,120151 ,KP ,227 ,MENGR ,1211 ,Engineering ,5370 ,Energy Systems ,7,5,2,0,4,0,1,0,0,0,0,2,0,1,0,0,0,5,2,10KS5370MENG
Fall,2014,120151 ,KP ,227 ,MS ,5163 ,Agricultural & Biological Engr ,  ,  ,30,20,10,0,7,0,0,0,0,0,0,23,0,0,0,0,0,5,25,10KS5163MS
Fall,2014,120151 ,KP ,227 ,NDEG ,0067 ,Nondegree ,  ,  ,179,134,45,0,25,4,1,2,0,0,1,142,4,1,1,0,4,33,146,10KP0067NDEG
Fall,2014,120151 ,KP ,227 ,PHD ,5163 ,Agricultural & Biological Engr ,  ,  ,37,24,13,0,8,1,1,2,0,0,1,24,0,1,0,0,2,8,29,10KS5163PHD
Fall,2014,120151 ,KP ,244 ,BS ,0121 ,Engineering Physics ,  ,  ,223,204,19,0,129,30,2,13,0,0,6,40,3,2,1,0,35,147,76,10KP0121BS
Fall,2014,120151 ,KP ,244 ,MS ,0240 ,Physics ,  ,  ,3,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,10KS0240MS
Fall,2014,120151 ,KP ,244 ,MS ,0241 ,Teaching of Physics ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10KS0241MS
Fall,2014,120151 ,KP ,244 ,PHD ,0240 ,Physics ,  ,  ,254,206,48,0,101,19,1,8,0,0,3,115,7,1,1,1,22,13,241,10KS0240PHD
Fall,2014,120151 ,KP ,251 ,BS ,0106 ,Civil Engineering ,  ,  ,681,506,175,0,357,88,10,50,0,0,20,155,1,15,3,1,101,438,243,10KP0106BS
Fall,2014,120151 ,KP ,251 ,MS ,0106 ,Civil Engineering ,  ,  ,357,262,95,0,86,32,3,16,0,0,2,218,0,3,1,0,34,81,276,10KS0106MS
Fall,2014,120151 ,KP ,251 ,MS ,0106 ,Civil Engineering ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10KS0106MSU
Fall,2014,120151 ,KP ,251 ,MS ,0231 ,Environ Engr in Civil Engr ,  ,  ,59,22,37,0,21,6,1,4,0,0,0,27,0,2,0,0,7,14,45,10KS0231MS
Fall,2014,120151 ,KP ,251 ,PHD ,0106 ,Civil Engineering ,  ,  ,179,141,38,0,33,9,1,7,0,0,1,127,1,2,0,0,11,19,160,10KS0106PHD
Fall,2014,120151 ,KP ,251 ,PHD ,0231 ,Environ Engr in Civil Engr ,  ,  ,46,25,21,0,17,1,0,3,0,0,1,24,0,1,0,0,2,10,36,10KS0231PHD
Fall,2014,120151 ,KP ,251 ,PHD ,0232 ,Environ Science in Civil Engr ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KS0232PHD
Fall,2014,120151 ,KP ,343 ,BS ,0408 ,Bioengineering ,  ,  ,235,129,106,0,129,80,2,10,0,0,8,4,2,4,1,3,88,206,29,10KP0408BS
Fall,2014,120151 ,KP ,343 ,MS ,0408 ,Bioengineering ,  ,  ,4,3,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3,1,10KS0408MS
Fall,2014,120151 ,KP ,343 ,PHD ,0408 ,Bioengineering ,  ,  ,63,34,29,0,21,11,1,5,1,0,0,24,0,2,2,0,11,15,48,10KS0408PHD
Fall,2014,120151 ,KP ,422 ,BS ,0124 ,General Engineering ,  ,  ,235,180,55,0,146,40,2,15,0,1,3,27,1,2,0,1,43,180,55,10KP0124BS
Fall,2014,120151 ,KP ,422 ,BS ,0127 ,Industrial Engineering ,  ,  ,274,213,61,0,111,47,6,5,0,0,7,92,6,6,0,2,53,152,122,10KP0127BS
Fall,2014,120151 ,KP ,422 ,MS ,0127 ,Industrial Engineering ,  ,  ,22,14,8,0,1,1,0,0,0,0,0,20,0,0,0,0,1,1,21,10KS0127MS
Fall,2014,120151 ,KP ,422 ,MS ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,7,7,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,4,3,10KS3846MS
Fall,2014,120151 ,KP ,422 ,PHD ,0127 ,Industrial Engineering ,  ,  ,29,25,4,0,1,1,0,0,0,0,0,27,0,0,0,0,1,0,29,10KS0127PHD
Fall,2014,120151 ,KP ,422 ,PHD ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,17,13,4,0,8,0,1,0,0,0,0,8,0,1,0,0,0,6,11,10KS3846PHD
Fall,2014,120151 ,KP ,434 ,BS ,0112 ,Computer Science ,  ,  ,1038,860,178,0,344,325,9,26,1,0,16,309,8,12,3,5,341,440,598,10KP0112BS
Fall,2014,120151 ,KP ,434 ,BS ,0112 ,Computer Science ,1854 ,CS:BS/MS Program ,14,13,1,0,4,1,0,0,0,0,0,9,0,0,0,0,1,4,10,10KP1854BS
Fall,2014,120151 ,KP ,434 ,BS ,0112 ,Computer Science ,5458 ,BS/MCS Computer Science ,17,17,0,0,6,4,0,1,0,0,0,6,0,0,0,0,4,4,13,10KP5458BS
Fall,2014,120151 ,KP ,434 ,MCS ,0112 ,Computer Science ,  ,  ,78,55,23,0,1,1,0,0,0,0,0,76,0,0,0,0,1,2,76,10KS0112MCS
Fall,2014,120151 ,KP ,434 ,MCS ,0112 ,Computer Science ,5458 ,BS/MCS Computer Science ,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,2,10KS5458MCS
Fall,2014,120151 ,KP ,434 ,MS ,0112 ,Computer Science ,  ,  ,74,58,16,0,13,6,1,1,1,0,0,52,0,1,1,0,6,11,63,10KS0112MS
Fall,2014,120151 ,KP ,434 ,MS ,0112 ,Computer Science ,1854 ,CS:BS/MS Program ,9,7,2,0,0,2,0,1,0,0,0,6,0,0,0,0,2,2,7,10KS1854MS
Fall,2014,120151 ,KP ,434 ,MS ,4026 ,Bioinformatics ,4028 ,Computer Science ,3,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,10KS4028MS
Fall,2014,120151 ,KP ,434 ,PHD ,0112 ,Computer Science ,  ,  ,287,221,66,0,64,18,3,3,0,0,4,195,0,4,3,0,20,19,268,10KS0112PHD
Fall,2014,120151 ,KP ,545 ,MS ,5244 ,Financial Engineering ,  ,  ,65,49,16,0,2,4,0,0,0,0,0,59,0,0,0,0,4,3,62,10KS5244MS
